CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Cluster,Cluster_after
0.664380641941352,F,Washington DC,0.806836138580895,25637.0,2019-04-15,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,-0.173920246756769,-0.653616320952303,-0.231894079575615,Used,0.927781810404391,4/15/2019,0.180564627627888,-0.371228837391318,4,EXTRA10,-1.229420772,2,1
-0.445458056851298,M,Chicago,1.029483391,31159.0,2019-06-24,GGOEGCBN016899,Google Pet Feeding Mat,Lifestyle,-0.173920246756769,-0.739562927263173,-0.231894079575615,Used,0.927781810404391,6/24/2019,0.714820992017958,0.101730459682664,6,EXTRA30,1.240849651,2,1
0.506398500633623,M,New York,0.584188886269528,33153.0,2019-07-19,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,-0.173920246756769,-0.55048039337926,-0.231894079575615,Clicked,0.927781810404391,7/19/2019,-0.887948101152251,1.922680151,7,SALE10,-1.229420772,2,1
-0.674220727418763,F,California,-1.568067886,47411.0,2019-12-18,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,-0.173920246756769,1.557399193,-0.206213590998759,Not Used,-0.818086052730597,12/18/2019,1.783333721,-1.524120578,12,ELEC30,1.240849651,0,0
-1.153829594,M,Chicago,-0.900126129139584,47985.0,2019-12-23,GGOENEBQ093499,Nest Detect - USA,Nest,-0.124166065884933,-0.0354258217417587,-0.206213590998759,Clicked,-1.909253467,12/23/2019,1.783333721,0.380049721063255,12,NE30,1.240849651,2,0
-1.420530628,F,California,0.361541633958161,17152.0,2019-01-05,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,-0.173920246756769,1.102507246,-0.206213590998759,Clicked,-0.818086052730597,1/5/2019,1.783333721,2.680094277,1,ELEC10,-1.229420772,0,0
1.082835131,M,Chicago,-1.345420634,22595.0,2019-03-11,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,-0.173920246756769,1.512394425,-0.206213590998759,Not Used,-0.818086052730597,3/11/2019,-0.353691736762181,-1.140257159,3,ELEC30,1.240849651,0,0
-1.170250676,F,California,1.252130643,34302.0,2019-08-01,GGOEGHPJ080310,Google Blackout Cap,Headgear,-0.173920246756769,-0.649865923586011,-0.231894079575615,Clicked,-1.909253467,8/1/2019,-1.422204466,-1.5518112,8,HGEAR20,0.0057144391803358,2,0
-0.189515663048095,F,California,1.177914892,17390.0,2019-01-08,GGOEGCLB020832,Softsided Travel Pouch Set,Bags,-0.173920246756769,-0.638770998044062,1.000769372,Used,0.927781810404391,1/8/2019,2.317590085,0.815972501124447,1,AIO10,-1.229420772,2,1
-0.0043537985046276,F,Chicago,1.548993646,41505.0,2019-10-23,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,-0.173920246756769,2.293727209,0.486645990804825,Used,-0.818086052730597,10/23/2019,0.714820992017958,-0.916327535072544,10,ELEC10,-1.229420772,0,2
1.265165774,M,California,-0.0837528706645723,37102.0,2019-08-31,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,-0.173920246756769,1.512394425,-0.231894079575615,Used,-0.818086052730597,8/31/2019,0.180564627627888,-0.739077805058184,8,ELEC20,0.0057144391803358,0,0
-0.836732822599116,F,New Jersey,-1.493852135,31439.0,2019-06-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,-0.0246577041412608,1.043594754,-0.231894079575615,Not Used,-0.818086052730597,6/28/2019,-1.422204466,-0.227123567381042,6,ELEC30,1.240849651,0,0
-0.86504503430301,F,California,-1.419636385,47484.0,2019-12-19,GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,Apparel,-0.124166065884933,-0.76175277834707,-0.206213590998759,Clicked,0.927781810404391,12/19/2019,1.783333721,1.16096493,12,SALE30,1.240849651,2,1
0.19666290459302,F,New York,1.103699142,25287.0,2019-04-11,GGOEGHGC019799,Google Sunglasses,Lifestyle,0.124604838474247,-0.772222637661303,0.626347848662924,Clicked,0.927781810404391,4/11/2019,0.180564627627888,-1.348866457,4,EXTRA10,-1.229420772,2,1
0.897107022147362,F,New Jersey,0.806836138580895,40045.0,2019-10-07,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,-0.173920246756769,-0.55048039337926,-0.231894079575615,Clicked,0.927781810404391,10/7/2019,0.180564627627888,0.324383389769934,10,SALE10,-1.229420772,2,1
1.354632363,F,California,-1.419636385,35774.0,2019-08-16,GGOEGALQ036614,Google Women's Scoop Neck Tee White,Apparel,-0.173920246756769,-0.740969326275532,-0.231894079575615,Used,0.927781810404391,8/16/2019,0.714820992017958,-0.248244793950585,8,SALE20,0.0057144391803358,2,1
0.488844929377208,M,New York,1.697425148,22107.0,2019-03-05,GGOEYAAJ032514,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,-0.173920246756769,-0.578608373626453,-0.206213590998759,Clicked,0.927781810404391,3/5/2019,-0.353691736762181,-0.916885313943219,3,SALE30,1.240849651,2,1
-1.452240305,F,Chicago,-0.529047375287306,41940.0,2019-10-27,GGOENEBQ086499,Nest Cam IQ - USA,Nest,-0.124166065884933,2.293727209,0.127119150728836,Not Used,-1.909253467,10/27/2019,0.714820992017958,1.708629411,10,NE10,-1.229420772,0,2
-1.404109545,M,Chicago,0.435757384728617,29444.0,2019-06-02,GGOEGAYT068524,Google Youth Short Sleeve T-shirt Yellow,Apparel,-0.173920246756769,-0.649865923586011,-0.231894079575615,Used,0.927781810404391,6/2/2019,-2.490717194,-0.335431828980026,6,SALE30,1.240849651,2,1
-0.943752982839835,M,Washington DC,0.584188886269528,33870.0,2019-07-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,-0.173920246756769,1.043594754,-0.231894079575615,Clicked,-0.818086052730597,7/27/2019,-0.353691736762181,-0.918942898221707,7,ELEC10,-1.229420772,0,0
1.554516578,M,California,0.584188886269528,25309.0,2019-04-11,GGOEGALP034315,Google Women's Vintage Hero Tee Lavender,Apparel,-0.173920246756769,-0.649865923586011,-0.206213590998759,Clicked,0.927781810404391,4/11/2019,0.180564627627888,-1.348866457,4,SALE10,-1.229420772,2,1
1.59755114,F,Chicago,-1.568067886,19144.0,2019-01-30,GGOEGAAR010713,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,-0.124166065884933,-0.542041999305102,-0.206213590998759,Not Used,0.927781810404391,1/30/2019,-2.277014649,-1.129461039,1,SALE10,-1.229420772,2,1
1.381812087,M,California,-1.345420634,39198.0,2019-09-27,GGOEAAAL081113,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,-0.173920246756769,-0.659866983229457,-0.231894079575615,Not Used,0.927781810404391,9/27/2019,0.180564627627888,-0.287983439714644,9,SALE30,1.240849651,2,1
